-3.89;0.0000501221
-3.88;0.0000522282
-3.87;0.0000544177
-3.86;0.0000566935
-3.85;0.0000590589
-3.84;0.0000615172
-3.83;0.0000640716
-3.82;0.0000667258
-3.81;0.0000694834
-3.8;0.000072348
-3.79;0.0000753236
-3.78;0.0000784142
-3.77;0.0000816238
-3.76;0.0000849567
-3.75;0.0000884173
-3.74;0.0000920101
-3.73;0.0000957399
-3.72;0.0000996114
-3.71;0.00010363
-3.7;0.0001078
-3.69;0.000112127
-3.68;0.000116617
-3.67;0.000121275
-3.66;0.000126108
-3.65;0.00013112
-3.64;0.000136319
-3.63;0.000141711
-3.62;0.000147302
-3.61;0.000153099
-3.6;0.000159109
-3.59;0.000165339
-3.58;0.000171797
-3.57;0.000178491
-3.56;0.000185427
-3.55;0.000192616
-3.54;0.000200064
-3.53;0.00020778
-3.52;0.000215773
-3.51;0.000224053
-3.5;0.000232629
-3.49;0.00024151
-3.48;0.000250707
-3.47;0.000260229
-3.46;0.000270088
-3.45;0.000280293
-3.44;0.000290857
-3.43;0.000301791
-3.42;0.000313106
-3.41;0.000324814
-3.4;0.000336929
-3.39;0.000349463
-3.38;0.000362429
-3.37;0.000375841
-3.36;0.000389712
-3.35;0.000404058
-3.34;0.000418892
-3.33;0.00043423
-3.32;0.000450087
-3.31;0.00046648
-3.3;0.000483424
-3.29;0.000500937
-3.28;0.000519035
-3.27;0.000537737
-3.26;0.000557061
-3.25;0.000577025
-3.24;0.000597648
-3.23;0.000618951
-3.22;0.000640953
-3.21;0.000663675
-3.2;0.000687138
-3.19;0.000711364
-3.18;0.000736375
-3.17;0.000762195
-3.16;0.000788846
-3.15;0.000816352
-3.14;0.000844739
-3.13;0.000874032
-3.12;0.000904255
-3.11;0.000935437
-3.1;0.000967603
-3.09;0.001000782
-3.08;0.001035003
-3.07;0.001070294
-3.06;0.001106685
-3.05;0.001144207
-3.04;0.001182891
-3.03;0.001222769
-3.02;0.001263873
-3.01;0.001306238
-3;0.001349898
-2.99;0.001394887
-2.98;0.001441242
-2.97;0.001488999
-2.96;0.001538195
-2.95;0.00158887
-2.94;0.001641061
-2.93;0.00169481
-2.92;0.001750157
-2.91;0.001807144
-2.9;0.001865813
-2.89;0.001926209
-2.88;0.001988376
-2.87;0.002052359
-2.86;0.002118205
-2.85;0.002185961
-2.84;0.002255677
-2.83;0.0023274
-2.82;0.002401182
-2.81;0.002477075
-2.8;0.00255513
-2.79;0.002635402
-2.78;0.002717945
-2.77;0.002802815
-2.76;0.002890068
-2.75;0.002979763
-2.74;0.003071959
-2.73;0.003166716
-2.72;0.003264096
-2.71;0.00336416
-2.7;0.003466974
-2.69;0.003572601
